ITEST_id,kt_0,kt_1,kt_10,kt_100,kt_101,kt_11,kt_12,kt_13,kt_14,kt_15,kt_16,kt_17,kt_18,kt_19,kt_2,kt_20,kt_21,kt_22,kt_23,kt_24,kt_25,kt_26,kt_27,kt_28,kt_29,kt_3,kt_30,kt_31,kt_32,kt_33,kt_34,kt_35,kt_36,kt_37,kt_38,kt_39,kt_4,kt_40,kt_41,kt_42,kt_43,kt_44,kt_45,kt_46,kt_47,kt_48,kt_49,kt_5,kt_50,kt_51,kt_52,kt_53,kt_54,kt_55,kt_56,kt_57,kt_58,kt_59,kt_6,kt_60,kt_61,kt_62,kt_63,kt_64,kt_65,kt_66,kt_67,kt_68,kt_69,kt_7,kt_70,kt_71,kt_72,kt_73,kt_74,kt_75,kt_76,kt_77,kt_78,kt_79,kt_8,kt_80,kt_81,kt_82,kt_83,kt_84,kt_85,kt_86,kt_87,kt_88,kt_89,kt_9,kt_90,kt_91,kt_92,kt_93,kt_94,kt_95,kt_96,kt_97,kt_98,kt_99
4103,0.014446155168116093,0.8101027011871338,0.8175980448722839,0.8802402019500732,0.17704345285892487,0.7153107523918152,0.7132828831672668,0.6355043649673462,0.636855959892273,0.5291570425033569,0.5563647150993347,0.6854768991470337,0.673382043838501,0.6326642632484436,0.4872014820575714,0.5984469652175903,0.7441222667694092,0.720215916633606,0.7754339575767517,0.3724522590637207,0.3142087459564209,0.7990981340408325,0.7381408214569092,0.5942391753196716,0.3507920801639557,0.6319034695625305,0.7078248262405396,0.7055040597915649,0.38106799125671387,0.4878474473953247,0.6357649564743042,0.7003470063209534,0.7741990089416504,0.37832123041152954,0.2939818799495697,0.6478819251060486,0.6456178426742554,0.7375612854957581,0.514705240726471,0.4019070863723755,0.4193395674228668,0.2687530219554901,0.762668251991272,0.6293455362319946,0.5375788807868958,0.6824533939361572,0.6500808596611023,0.8140050768852234,0.5835254788398743,0.7288784980773926,0.8042750358581543,0.6075658202171326,0.5820338129997253,0.5619224309921265,0.42168405652046204,0.5614964365959167,0.5368898510932922,0.5599623322486877,0.5561428666114807,0.6293129920959473,0.8153056502342224,0.7012161612510681,0.8289557099342346,0.4979831576347351,0.5059096813201904,0.9096816182136536,0.4387982189655304,0.28071266412734985,0.6723416447639465,0.7321486473083496,0.5987901091575623,0.42895931005477905,0.40560439229011536,0.4415273070335388,0.40577495098114014,0.7314012050628662,0.5226523876190186,0.699836790561676,0.487438440322876,0.33040329813957214,0.6445048451423645,0.4051358699798584,0.7533355951309204,0.4698795974254608,0.25668519735336304,0.6247815489768982,0.42084747552871704,0.9675803184509277,0.22816964983940125,0.13937704265117645,0.5212557315826416,0.4921553134918213,0.47496888041496277,0.6599652171134949,0.6508736610412598,0.8589354753494263,0.7346408367156982,0.847313404083252,0.734356701374054,0.8214206695556641,0.7582696080207825,0.8043802380561829
9,0.004929732996970415,0.8560565710067749,0.8993966579437256,0.8803136944770813,0.1773729771375656,0.7897095680236816,0.7101335525512695,0.9026742577552795,0.7708705067634583,0.6025515198707581,0.6107501983642578,0.7943741083145142,0.768243134021759,0.793056070804596,0.5590087175369263,0.6266972422599792,0.9105933308601379,0.8783793449401855,0.8149222731590271,0.5486794710159302,0.47917088866233826,0.9266825914382935,0.9466693997383118,0.7117509245872498,0.4550952613353729,0.6937910318374634,0.8950541615486145,0.7915381193161011,0.38795068860054016,0.5528209209442139,0.6621973514556885,0.8027607798576355,0.8470441102981567,0.5837302207946777,0.29521170258522034,0.8504810333251953,0.779800295829773,0.9172561168670654,0.7369475364685059,0.5394136905670166,0.5565199851989746,0.34766995906829834,0.8259343504905701,0.7849405407905579,0.5845152139663696,0.7800318598747253,0.8710339069366455,0.7659456729888916,0.7991626262664795,0.9152233600616455,0.7369047403335571,0.7447669506072998,0.6413190960884094,0.6313743591308594,0.5335357189178467,0.6930618286132812,0.7189264893531799,0.6138866543769836,0.6071522235870361,0.6884703636169434,0.8595887422561646,0.720600426197052,0.8365321159362793,0.6389554738998413,0.7387997508049011,0.9284988045692444,0.48729178309440613,0.5605898499488831,0.8244310021400452,0.6117657423019409,0.6248489022254944,0.4549129605293274,0.6517393589019775,0.44489479064941406,0.4718957841396332,0.8116593360900879,0.6121587157249451,0.7173858284950256,0.5512773990631104,0.48286518454551697,0.6723872423171997,0.4333427846431732,0.8864445090293884,0.555673360824585,0.2573374807834625,0.6285763382911682,0.4293114244937897,0.9675819873809814,0.2405179738998413,0.15347181260585785,0.5404435396194458,0.5649017095565796,0.48034071922302246,0.6863658428192139,0.6626429557800293,0.8592121005058289,0.7344589233398438,0.8475219011306763,0.7340160012245178,0.8210785388946533,0.7581214308738708,0.8046640157699585
2071,0.010947050526738167,0.34947308897972107,0.42873498797416687,0.8801924586296082,0.17704778909683228,0.38649970293045044,0.2820269763469696,0.46792930364608765,0.3804802894592285,0.22430205345153809,0.2274860441684723,0.25617995858192444,0.33335569500923157,0.335768461227417,0.33424755930900574,0.17346055805683136,0.4396311342716217,0.47817790508270264,0.5525874495506287,0.20624153316020966,0.15044935047626495,0.423406183719635,0.364902138710022,0.39886337518692017,0.19144947826862335,0.3519401252269745,0.3660213351249695,0.49254968762397766,0.3824886381626129,0.3845559060573578,0.41513097286224365,0.5181182622909546,0.6041070818901062,0.2903289794921875,0.2848984897136688,0.34995585680007935,0.40329164266586304,0.26760372519493103,0.2390316128730774,0.1593122035264969,0.30938780307769775,0.17660856246948242,0.5713992714881897,0.3462217152118683,0.2258910834789276,0.3669377863407135,0.2812058925628662,0.30665433406829834,0.3336852490901947,0.4512985646724701,0.27933457493782043,0.3401842713356018,0.3923014998435974,0.44361045956611633,0.337944358587265,0.287752628326416,0.15038131177425385,0.4330708384513855,0.46155673265457153,0.4087549149990082,0.7384593486785889,0.6159133315086365,0.8205999135971069,0.26373568177223206,0.1803048551082611,0.8384894132614136,0.19912028312683105,0.11560627818107605,0.4491898715496063,0.18554876744747162,0.5664556622505188,0.37812548875808716,0.17081724107265472,0.43664681911468506,0.3198159337043762,0.557887852191925,0.35119709372520447,0.6505140066146851,0.44001972675323486,0.18616846203804016,0.23715214431285858,0.360782653093338,0.37893497943878174,0.3354073166847229,0.25593122839927673,0.6196671724319458,0.41169247031211853,0.9675765633583069,0.21793505549430847,0.09469078481197357,0.4905999004840851,0.3095960021018982,0.4651475250720978,0.6103795170783997,0.6444101333618164,0.8589230179786682,0.7339709997177124,0.8474157452583313,0.7349424362182617,0.8213683366775513,0.7581149339675903,0.8037484288215637
27,0.009653143584728241,0.5223950743675232,0.7238401174545288,0.8802857995033264,0.1770189106464386,0.6150522232055664,0.46056416630744934,0.5563496947288513,0.5839183926582336,0.43634578585624695,0.46122676134109497,0.6439799070358276,0.4698505401611328,0.588856041431427,0.45099979639053345,0.43918126821517944,0.7333201169967651,0.6846089363098145,0.7017467617988586,0.29298222064971924,0.318036824464798,0.7612329721450806,0.6387408375740051,0.5651220083236694,0.3077981770038605,0.5670704245567322,0.6299113631248474,0.6788926124572754,0.39121195673942566,0.46281367540359497,0.531227707862854,0.6818770170211792,0.7388396263122559,0.3869816064834595,0.28945058584213257,0.6177452802658081,0.5738252401351929,0.6261823773384094,0.41378194093704224,0.3176842927932739,0.4014832675457001,0.2483235001564026,0.6774014234542847,0.559925377368927,0.4359947144985199,0.5931589603424072,0.5462772250175476,0.6281018257141113,0.5613134503364563,0.6786683797836304,0.45270708203315735,0.5267640352249146,0.5416194200515747,0.5345572233200073,0.42878472805023193,0.5239121317863464,0.4442850351333618,0.5263980627059937,0.5605248212814331,0.5364993810653687,0.7947648763656616,0.6778860092163086,0.8260820508003235,0.36995434761047363,0.4582666754722595,0.8958413004875183,0.34352976083755493,0.2940005362033844,0.6275787353515625,0.4564136862754822,0.5944943428039551,0.4158652722835541,0.4231821298599243,0.44884568452835083,0.39485928416252136,0.6707592606544495,0.47002050280570984,0.6886546015739441,0.5171905755996704,0.2688194215297699,0.5266615152359009,0.4017965793609619,0.6940439343452454,0.4501792788505554,0.25852853059768677,0.6233295798301697,0.4215646982192993,0.9675825834274292,0.21979540586471558,0.12977279722690582,0.5140516757965088,0.4437153935432434,0.46899768710136414,0.6585959792137146,0.6537752747535706,0.8591021299362183,0.7346385717391968,0.8473705053329468,0.7343807220458984,0.8213219046592712,0.7580013275146484,0.8042425513267517
6173,0.008978068828582764,0.4504411518573761,0.5915991067886353,0.880247950553894,0.17685668170452118,0.5205097794532776,0.3586135804653168,0.3392261266708374,0.4097622334957123,0.3542402386665344,0.35521143674850464,0.4680890142917633,0.3449264168739319,0.4169486463069916,0.5974866151809692,0.2964969575405121,0.5326169729232788,0.5815578103065491,0.6241589784622192,0.20197567343711853,0.26553967595100403,0.5965709090232849,0.4931395649909973,0.49003446102142334,0.23586010932922363,0.4448220431804657,0.5292032957077026,0.6133314967155457,0.393488347530365,0.3714742958545685,0.40444138646125793,0.5727342963218689,0.641284167766571,0.32520222663879395,0.2858124077320099,0.4453847408294678,0.5000852942466736,0.4747694432735443,0.28145307302474976,0.22912874817848206,0.32378020882606506,0.21397557854652405,0.6143829822540283,0.43452709913253784,0.3062419295310974,0.4760267436504364,0.35909509658813477,0.5002372860908508,0.39243489503860474,0.5407257080078125,0.3766733705997467,0.43506690859794617,0.436837762594223,0.48182567954063416,0.3547292649745941,0.36444583535194397,0.2470049411058426,0.4716096818447113,0.5140783190727234,0.4200000762939453,0.7595752477645874,0.6425776481628418,0.8242678642272949,0.27260878682136536,0.2525063455104828,0.8647127747535706,0.2489473670721054,0.18122605979442596,0.5142557621002197,0.24653957784175873,0.5797675251960754,0.3991674482822418,0.3546741306781769,0.4419275224208832,0.35289081931114197,0.6196792125701904,0.4233577251434326,0.671617865562439,0.4747989773750305,0.18905529379844666,0.3555964231491089,0.3734112083911896,0.5628421306610107,0.37034904956817627,0.25387826561927795,0.6207094788551331,0.4142080545425415,0.9675854444503784,0.21490943431854248,0.11604563146829605,0.4983769357204437,0.3837772607803345,0.46318861842155457,0.6261130571365356,0.6480584144592285,0.8590105175971985,0.7346727252006531,0.8474735021591187,0.7344362735748291,0.8212969303131104,0.7581734657287598,0.804505467414856
33,0.003246856853365898,0.3192821145057678,0.4994090497493744,0.8801676034927368,0.17669303715229034,0.41885435581207275,0.34874820709228516,0.24631962180137634,0.29546135663986206,0.17175914347171783,0.2514663338661194,0.4962511658668518,0.32496342062950134,0.3236832916736603,0.1809435933828354,0.27533817291259766,0.6191726326942444,0.6027402877807617,0.4593835473060608,0.15672819316387177,0.15367141366004944,0.5041617751121521,0.42455369234085083,0.4612204432487488,0.20344401895999908,0.40755900740623474,0.46799859404563904,0.5078679323196411,0.388996422290802,0.33358174562454224,0.34684738516807556,0.5388154983520508,0.6532239317893982,0.2946501672267914,0.28891274333000183,0.39273184537887573,0.3916412889957428,0.4015413224697113,0.33474546670913696,0.20108653604984283,0.34946492314338684,0.20479877293109894,0.6559019684791565,0.419783353805542,0.27683699131011963,0.4059680998325348,0.28993186354637146,0.5820651054382324,0.3852519392967224,0.5966421961784363,0.2657603621482849,0.3115916848182678,0.4149923026561737,0.47552600502967834,0.33629369735717773,0.35266807675361633,0.5693623423576355,0.4837610423564911,0.4889635741710663,0.3631284236907959,0.7665372490882874,0.646441638469696,0.8254642486572266,0.17829620838165283,0.15700268745422363,0.8682193160057068,0.2115933895111084,0.24221517145633698,0.5439493060112,0.1401984989643097,0.5669410824775696,0.391227126121521,0.24143292009830475,0.43887341022491455,0.32028070092201233,0.5883620381355286,0.3909032642841339,0.6673547029495239,0.49050405621528625,0.22347258031368256,0.2005038857460022,0.38037097454071045,0.5087857246398926,0.34996092319488525,0.2574514150619507,0.6215957403182983,0.41076603531837463,0.9675967693328857,0.23084421455860138,0.1136179268360138,0.4877495765686035,0.3597117066383362,0.46559178829193115,0.5862451791763306,0.6485934257507324,0.8593211770057678,0.7345395088195801,0.8474212884902954,0.7345334887504578,0.821167528629303,0.7585052847862244,0.8046098351478577
35,0.004196897614747286,0.48219531774520874,0.5527411699295044,0.8801754713058472,0.1771155595779419,0.4226233661174774,0.3400615453720093,0.31178802251815796,0.417411208152771,0.2479042261838913,0.2797284424304962,0.42606669664382935,0.3797701597213745,0.3819899559020996,0.32146769762039185,0.2820771038532257,0.553865373134613,0.5753147006034851,0.5653742551803589,0.25627249479293823,0.18018555641174316,0.48664045333862305,0.4827275574207306,0.4574469029903412,0.22949306666851044,0.44782423973083496,0.4536661207675934,0.5473276376724243,0.3879457414150238,0.40802282094955444,0.40801361203193665,0.5367569327354431,0.6688750982284546,0.3562309741973877,0.28843700885772705,0.4051285982131958,0.4438411295413971,0.3822113573551178,0.33151480555534363,0.18640461564064026,0.33665862679481506,0.21087618172168732,0.6273901462554932,0.3929579257965088,0.29656824469566345,0.44142594933509827,0.33838173747062683,0.5087209939956665,0.34021010994911194,0.552212119102478,0.33314263820648193,0.38757750391960144,0.4457041323184967,0.46804872155189514,0.32501423358917236,0.37012141942977905,0.30682429671287537,0.486006498336792,0.4973541498184204,0.39583343267440796,0.7503411173820496,0.640627384185791,0.8236498236656189,0.4157688021659851,0.2506954073905945,0.8637909889221191,0.23996348679065704,0.18170133233070374,0.5015100836753845,0.2617596983909607,0.5678612589836121,0.38943105936050415,0.27341869473457336,0.4378710687160492,0.32811710238456726,0.5800794363021851,0.39382854104042053,0.6660829186439514,0.4700712263584137,0.18567557632923126,0.36058327555656433,0.37384191155433655,0.5123848915100098,0.3795049488544464,0.25637874007225037,0.6221880316734314,0.41427409648895264,0.967589259147644,0.23110641539096832,0.11184081435203552,0.5006874203681946,0.35776636004447937,0.4720079302787781,0.6086695790290833,0.645797848701477,0.8588727116584778,0.7342497706413269,0.8473525643348694,0.7346473336219788,0.8213435411453247,0.7577682137489319,0.8040958642959595
37,0.0011480898829177022,0.25488710403442383,0.3378661870956421,0.8802250623703003,0.1768687665462494,0.3392438292503357,0.2687048316001892,0.33048850297927856,0.2059565782546997,0.11919878423213959,0.18238282203674316,0.18524324893951416,0.2618083655834198,0.2620770335197449,0.22025619447231293,0.16633592545986176,0.36572954058647156,0.43621766567230225,0.49443790316581726,0.13879451155662537,0.09655879437923431,0.37102875113487244,0.3182661831378937,0.3604682385921478,0.14584843814373016,0.3321734666824341,0.3709726929664612,0.4006938338279724,0.38529422879219055,0.326839804649353,0.35554245114326477,0.4515458345413208,0.579982578754425,0.2679710388183594,0.28230977058410645,0.265217661857605,0.29126378893852234,0.20924490690231323,0.2008083015680313,0.14009946584701538,0.2845047116279602,0.1796296089887619,0.45043066143989563,0.2685711979866028,0.18213394284248352,0.3414086401462555,0.16761809587478638,0.287870317697525,0.2737519145011902,0.37180763483047485,0.2560347020626068,0.25876447558403015,0.36468255519866943,0.4273545444011688,0.29482904076576233,0.2623637318611145,0.19714462757110596,0.4476877748966217,0.4567258059978485,0.2744728922843933,0.7103708982467651,0.609329104423523,0.8174819946289062,0.2053108960390091,0.0812554657459259,0.8366883993148804,0.16812963783740997,0.1311107724905014,0.4424474537372589,0.09441263228654861,0.5522074699401855,0.38166874647140503,0.16565528512001038,0.4358624219894409,0.2966625690460205,0.49208277463912964,0.3475113809108734,0.6561200618743896,0.4453888237476349,0.12199839949607849,0.15454421937465668,0.36184564232826233,0.3325895071029663,0.30043327808380127,0.2592945694923401,0.6205125451087952,0.40947404503822327,0.9675842523574829,0.23653729259967804,0.09143366664648056,0.48889756202697754,0.30289408564567566,0.4648972451686859,0.6130136847496033,0.6471549868583679,0.858930230140686,0.734309732913971,0.847313404083252,0.7346105575561523,0.8213024735450745,0.7582228779792786,0.8042682409286499
41,0.00785251148045063,0.6750282049179077,0.8372778296470642,0.8801565766334534,0.17721328139305115,0.7447349429130554,0.6582896113395691,0.730562150478363,0.7594213485717773,0.5561336278915405,0.5997559428215027,0.8170969486236572,0.7226206064224243,0.7356414794921875,0.5497350692749023,0.5289888381958008,0.812732994556427,0.7579103708267212,0.817840576171875,0.3475164473056793,0.371093213558197,0.837490975856781,0.7155207395553589,0.6529766917228699,0.4253500699996948,0.6813028454780579,0.7069154381752014,0.7828792333602905,0.3886982500553131,0.5403052568435669,0.6510049700737,0.7699636220932007,0.794529378414154,0.470267117023468,0.2888099253177643,0.7291581034660339,0.8543641567230225,0.7594752907752991,0.5734756588935852,0.5049587488174438,0.44586417078971863,0.27945631742477417,0.795430064201355,0.7069587111473083,0.55704265832901,0.745049774646759,0.8023631572723389,0.7353075742721558,0.7024121880531311,0.8103049397468567,0.5975552797317505,0.6590301990509033,0.6112562417984009,0.5901232957839966,0.49406224489212036,0.6475938558578491,0.5564591884613037,0.5745680928230286,0.6158458590507507,0.7671066522598267,0.8312434554100037,0.7113641500473022,0.8306277990341187,0.47436708211898804,0.6593479514122009,0.9128555059432983,0.5027089715003967,0.3339763879776001,0.7145602107048035,0.5098795890808105,0.6194661259651184,0.43881818652153015,0.5215399861335754,0.4439659118652344,0.4468217194080353,0.725477933883667,0.5334866642951965,0.7102830410003662,0.5141806602478027,0.35667240619659424,0.7361435890197754,0.41326579451560974,0.819867730140686,0.4962785840034485,0.2559981644153595,0.6241669654846191,0.42783859372138977,0.9675838947296143,0.2482585310935974,0.15100780129432678,0.5218744874000549,0.5020972490310669,0.4719788134098053,0.6573638319969177,0.6542952060699463,0.8589637279510498,0.7345414161682129,0.8475502133369446,0.7340824604034424,0.8212783932685852,0.7579926252365112,0.8043687343597412
6186,0.007702943868935108,0.2904902696609497,0.5255158543586731,0.8802935481071472,0.17698432505130768,0.41960135102272034,0.3113251030445099,0.3897615969181061,0.5219635367393494,0.1750810444355011,0.3274262547492981,0.35185423493385315,0.30653658509254456,0.36526814103126526,0.35084113478660583,0.25805553793907166,0.500824511051178,0.5910757184028625,0.6137281060218811,0.15496739745140076,0.08923906832933426,0.4373649060726166,0.6017650961875916,0.4528388977050781,0.20195196568965912,0.43268072605133057,0.5266490578651428,0.6033178567886353,0.38611912727355957,0.3804874122142792,0.7377048134803772,0.5892760157585144,0.6363518834114075,0.24905526638031006,0.2896968126296997,0.35013362765312195,0.36977678537368774,0.3774101436138153,0.2795032262802124,0.16306546330451965,0.35253703594207764,0.19873139262199402,0.6265126466751099,0.3714159429073334,0.2670798599720001,0.41431665420532227,0.27187061309814453,0.5002894997596741,0.33225002884864807,0.6470891237258911,0.3373008072376251,0.35853636264801025,0.4866892993450165,0.48593825101852417,0.3102695047855377,0.30938562750816345,0.25490301847457886,0.47225940227508545,0.49286317825317383,0.3765963017940521,0.7623142600059509,0.6205351948738098,0.8211970329284668,0.28207820653915405,0.32509174942970276,0.8484551906585693,0.21981824934482574,0.19133730232715607,0.4744912087917328,0.21856258809566498,0.578965425491333,0.38711005449295044,0.2829796373844147,0.4348955452442169,0.3349030613899231,0.6016173958778381,0.3840045928955078,0.6474538445472717,0.4663316011428833,0.114540234208107,0.31459689140319824,0.36463913321495056,0.5696731209754944,0.4113111197948456,0.2592940032482147,0.6251839399337769,0.4129362404346466,0.9675900340080261,0.24443849921226501,0.10140146315097809,0.49414822459220886,0.3434288203716278,0.4712716042995453,0.6758398413658142,0.6499447822570801,0.8588292598724365,0.7350015640258789,0.8473660945892334,0.7343205809593201,0.8211677670478821,0.7583032846450806,0.8045449256896973
